release_version,schema_version,bioguide_id,congress_no,chamber,service_start,service_last_active_date,first_name,last_name,official_full_name,nickname,state,district,party_code,caucus_party_code,exit_reason
v0.1.0,1.1.0,A000055,113,H,2013-01-03,2015-01-02,Robert,Aderholt,Robert B. Aderholt,,AL,4,200,200,
v0.1.0,1.1.0,A000210,113,H,2013-01-03,2014-02-17,Robert,Andrews,Robert E. Andrews,Rob,NJ,1,100,100,
v0.1.0,1.1.0,A000361,113,H,2013-01-03,2013-09-26,Rodney,Alexander,Rodney Alexander,,LA,5,200,200,
v0.1.0,1.1.0,A000367,113,H,2013-01-03,2015-01-02,Justin,Amash,Justin Amash,,MI,3,200,200,
v0.1.0,1.1.0,A000369,113,H,2013-01-03,2015-01-02,Mark,Amodei,Mark E. Amodei,,NV,2,200,200,
v0.1.0,1.1.0,A000370,113,H,2014-11-12,2015-01-02,Alma,Adams,Alma S. Adams,,NC,12,100,100,
v0.1.0,1.1.0,B000013,113,H,2013-01-03,2015-01-02,Spencer,Bachus,Spencer Bachus,,AL,6,200,200,
v0.1.0,1.1.0,B000213,113,H,2013-01-03,2015-01-02,Joe,Barton,Joe Barton,,TX,6,200,200,
v0.1.0,1.1.0,B000287,113,H,2013-01-03,2015-01-02,Xavier,Becerra,Xavier Becerra,,CA,34,100,100,
v0.1.0,1.1.0,B000490,113,H,2013-01-03,2015-01-02,Sanford,Bishop,"Sanford D. Bishop, Jr.",,GA,2,100,100,
v0.1.0,1.1.0,B000574,113,H,2013-01-03,2015-01-02,Earl,Blumenauer,Earl Blumenauer,,OR,3,100,100,
v0.1.0,1.1.0,B000755,113,H,2013-01-03,2015-01-02,Kevin,Brady,Kevin Brady,,TX,8,200,200,
v0.1.0,1.1.0,B000911,113,H,2013-01-03,2015-01-02,Corrine,Brown,Corrine Brown,,FL,5,100,100,
v0.1.0,1.1.0,B001227,113,H,2013-01-03,2015-01-02,Robert,Brady,Robert A. Brady,,PA,1,100,100,
v0.1.0,1.1.0,B001242,113,H,2013-01-03,2015-01-02,Timothy,Bishop,Timothy H. Bishop,,NY,1,100,100,
v0.1.0,1.1.0,B001243,113,H,2013-01-03,2015-01-02,Marsha,Blackburn,Marsha Blackburn,,TN,7,200,200,
v0.1.0,1.1.0,B001244,113,H,2013-01-03,2013-08-01,Jo,Bonner,Jo Bonner,,AL,1,200,200,
v0.1.0,1.1.0,B001245,113,H,2013-01-03,2015-01-02,Madeleine,Bordallo,Madeleine Z. Bordallo,,GU,0,100,100,
v0.1.0,1.1.0,B001248,113,H,2013-01-03,2015-01-02,Michael,Burgess,Michael C. Burgess,,TX,26,200,200,
v0.1.0,1.1.0,B001250,113,H,2013-01-03,2015-01-02,Rob,Bishop,Rob Bishop,,UT,1,200,200,
v0.1.0,1.1.0,B001251,113,H,2013-01-03,2015-01-02,George,Butterfield,G. K. Butterfield,G.K.,NC,1,100,100,
v0.1.0,1.1.0,B001252,113,H,2013-01-03,2015-01-02,John,Barrow,John Barrow,,GA,12,100,100,
v0.1.0,1.1.0,B001255,113,H,2013-01-03,2015-01-02,Charles,Boustany,Charles W. Boustany Jr.,,LA,3,200,200,
v0.1.0,1.1.0,B001256,113,H,2013-01-03,2015-01-02,Michele,Bachmann,Michele Bachmann,,MN,6,200,200,
v0.1.0,1.1.0,B001257,113,H,2013-01-03,2015-01-02,Gus,Bilirakis,Gus M. Bilirakis,,FL,12,200,200,
v0.1.0,1.1.0,B001259,113,H,2013-01-03,2015-01-02,Bruce,Braley,Bruce L. Braley,,IA,1,100,100,
v0.1.0,1.1.0,B001260,113,H,2013-01-03,2015-01-02,Vern,Buchanan,Vern Buchanan,,FL,16,200,200,
v0.1.0,1.1.0,B001262,113,H,2013-01-03,2015-01-02,Paul,Broun,Paul C. Broun,,GA,10,200,200,
v0.1.0,1.1.0,B001269,113,H,2013-01-03,2015-01-02,Lou,Barletta,Lou Barletta,,PA,11,200,200,
v0.1.0,1.1.0,B001270,113,H,2013-01-03,2015-01-02,Karen,Bass,Karen Bass,,CA,37,100,100,
v0.1.0,1.1.0,B001271,113,H,2013-01-03,2015-01-02,Dan,Benishek,Dan Benishek,,MI,1,200,200,
v0.1.0,1.1.0,B001273,113,H,2013-01-03,2015-01-02,Diane,Black,Diane Black,,TN,6,200,200,
v0.1.0,1.1.0,B001274,113,H,2013-01-03,2015-01-02,Mo,Brooks,Mo Brooks,,AL,5,200,200,
v0.1.0,1.1.0,B001275,113,H,2013-01-03,2015-01-02,Larry,Bucshon,Larry Bucshon,,IN,8,200,200,
v0.1.0,1.1.0,B001278,113,H,2013-01-03,2015-01-02,Suzanne,Bonamici,Suzanne Bonamici,,OR,1,100,100,
v0.1.0,1.1.0,B001279,113,H,2013-01-03,2015-01-02,Ron,Barber,Ron Barber,,AZ,2,100,100,
v0.1.0,1.1.0,B001280,113,H,2013-01-03,2015-01-02,Kerry,Bentivolio,Kerry L. Bentivolio,,MI,11,200,200,
v0.1.0,1.1.0,B001281,113,H,2013-01-03,2015-01-02,Joyce,Beatty,Joyce Beatty,,OH,3,100,100,
v0.1.0,1.1.0,B001282,113,H,2013-01-03,2015-01-02,Garland,Barr,Andy Barr,Andy,KY,6,200,200,
v0.1.0,1.1.0,B001283,113,H,2013-01-03,2015-01-02,Jim,Bridenstine,Jim Bridenstine,,OK,1,200,200,
v0.1.0,1.1.0,B001284,113,H,2013-01-03,2015-01-02,Susan,Brooks,Susan W. Brooks,,IN,5,200,200,
v0.1.0,1.1.0,B001285,113,H,2013-01-03,2015-01-02,Julia,Brownley,Julia Brownley,,CA,26,100,100,
v0.1.0,1.1.0,B001286,113,H,2013-01-03,2015-01-02,Cheri,Bustos,Cheri Bustos,,IL,17,100,100,
v0.1.0,1.1.0,B001287,113,H,2013-01-03,2015-01-02,Ami,Bera,Ami Bera,,CA,7,100,100,
v0.1.0,1.1.0,B001289,113,H,2014-01-08,2015-01-02,Bradley,Byrne,Bradley Byrne,,AL,1,200,200,
v0.1.0,1.1.0,B001290,113,H,2014-11-12,2015-01-02,David,Brat,Dave Brat,Dave,VA,7,200,200,
v0.1.0,1.1.0,C000059,113,H,2013-01-03,2015-01-02,Ken,Calvert,Ken Calvert,,CA,42,200,200,
v0.1.0,1.1.0,C000071,113,H,2013-01-03,2015-01-02,Dave,Camp,Dave Camp,,MI,4,200,200,
v0.1.0,1.1.0,C000266,113,H,2013-01-03,2015-01-02,Steve,Chabot,Steve Chabot,,OH,1,200,200,
v0.1.0,1.1.0,C000380,113,H,2013-01-03,2015-01-02,Donna,Christensen,Donna M. Christensen,,VI,0,100,100,
v0.1.0,1.1.0,C000556,113,H,2013-01-03,2015-01-02,Howard,Coble,Howard Coble,,NC,6,200,200,
v0.1.0,1.1.0,C000714,113,H,2013-01-03,2015-01-02,John,Conyers,"John Conyers, Jr.",,MI,13,100,100,
v0.1.0,1.1.0,C000754,113,H,2013-01-03,2015-01-02,Jim,Cooper,Jim Cooper,,TN,5,100,100,
v0.1.0,1.1.0,C000984,113,H,2013-01-03,2015-01-02,Elijah,Cummings,Elijah E. Cummings,,MD,7,100,100,
v0.1.0,1.1.0,C001036,113,H,2013-01-03,2015-01-02,Lois,Capps,Lois Capps,,CA,24,100,100,
v0.1.0,1.1.0,C001037,113,H,2013-01-03,2015-01-02,Michael,Capuano,Michael E. Capuano,,MA,7,100,100,
v0.1.0,1.1.0,C001038,113,H,2013-01-03,2015-01-02,Joseph,Crowley,Joseph Crowley,Joe,NY,14,100,100,
v0.1.0,1.1.0,C001045,113,H,2013-01-03,2015-01-02,Ander,Crenshaw,Ander Crenshaw,,FL,4,200,200,
v0.1.0,1.1.0,C001047,113,H,2013-01-03,2015-01-02,Shelley,Capito,Shelley Moore Capito,,WV,2,200,200,
v0.1.0,1.1.0,C001048,113,H,2013-01-03,2015-01-02,John,Culberson,John Abney Culberson,,TX,7,200,200,
v0.1.0,1.1.0,C001049,113,H,2013-01-03,2015-01-02,Wm.,Clay,Wm. Lacy Clay,,MO,1,100,100,
v0.1.0,1.1.0,C001051,113,H,2013-01-03,2015-01-02,John,Carter,John R. Carter,,TX,31,200,200,
v0.1.0,1.1.0,C001053,113,H,2013-01-03,2015-01-02,Tom,Cole,Tom Cole,,OK,4,200,200,
v0.1.0,1.1.0,C001059,113,H,2013-01-03,2015-01-02,Jim,Costa,Jim Costa,,CA,16,100,100,
v0.1.0,1.1.0,C001061,113,H,2013-01-03,2015-01-02,Emanuel,Cleaver,Emanuel Cleaver,,MO,5,100,100,
v0.1.0,1.1.0,C001062,113,H,2013-01-03,2015-01-02,K.,Conaway,K. Michael Conaway,,TX,11,200,200,
v0.1.0,1.1.0,C001063,113,H,2013-01-03,2015-01-02,Henry,Cuellar,Henry Cuellar,,TX,28,100,100,
v0.1.0,1.1.0,C001064,113,H,2013-01-03,2015-01-02,John,Campbell,John Campbell,,CA,45,200,200,
v0.1.0,1.1.0,C001066,113,H,2013-01-03,2015-01-02,Kathy,Castor,Kathy Castor,,FL,14,100,100,
v0.1.0,1.1.0,C001067,113,H,2013-01-03,2015-01-02,Yvette,Clarke,Yvette D. Clarke,,NY,9,100,100,
v0.1.0,1.1.0,C001068,113,H,2013-01-03,2015-01-02,Steve,Cohen,Steve Cohen,,TN,9,100,100,
v0.1.0,1.1.0,C001069,113,H,2013-01-03,2015-01-02,Joe,Courtney,Joe Courtney,,CT,2,100,100,
v0.1.0,1.1.0,C001072,113,H,2013-01-03,2015-01-02,André,Carson,André Carson,,IN,7,100,100,
v0.1.0,1.1.0,C001075,113,H,2013-01-03,2015-01-02,Bill,Cassidy,Bill Cassidy,,LA,6,200,200,
v0.1.0,1.1.0,C001076,113,H,2013-01-03,2015-01-02,Jason,Chaffetz,Jason Chaffetz,,UT,3,200,200,
v0.1.0,1.1.0,C001077,113,H,2013-01-03,2015-01-02,Mike,Coffman,Mike Coffman,,CO,6,200,200,
v0.1.0,1.1.0,C001078,113,H,2013-01-03,2015-01-02,Gerald,Connolly,Gerald E. Connolly,,VA,11,100,100,
v0.1.0,1.1.0,C001080,113,H,2013-01-03,2015-01-02,Judy,Chu,Judy Chu,,CA,27,100,100,
v0.1.0,1.1.0,C001083,113,H,2013-01-03,2015-01-02,John,Carney,John C. Carney Jr.,,DE,0,100,100,
v0.1.0,1.1.0,C001084,113,H,2013-01-03,2015-01-02,David,Cicilline,David N. Cicilline,,RI,1,100,100,
v0.1.0,1.1.0,C001087,113,H,2013-01-03,2015-01-02,Eric,Crawford,"Eric A. ""Rick"" Crawford",Rick,AR,1,200,200,
v0.1.0,1.1.0,C001090,113,H,2013-01-03,2015-01-02,Matthew,Cartwright,Matt Cartwright,Matt,PA,17,100,100,
v0.1.0,1.1.0,C001091,113,H,2013-01-03,2015-01-02,Joaquin,Castro,Joaquin Castro,,TX,20,100,100,
v0.1.0,1.1.0,C001092,113,H,2013-01-03,2015-01-02,Chris,Collins,Chris Collins,,NY,27,200,200,
v0.1.0,1.1.0,C001093,113,H,2013-01-03,2015-01-02,Doug,Collins,Doug Collins,,GA,9,200,200,
v0.1.0,1.1.0,C001094,113,H,2013-01-03,2015-01-02,Paul,Cook,Paul Cook,,CA,8,200,200,
v0.1.0,1.1.0,C001095,113,H,2013-01-03,2015-01-02,Tom,Cotton,Tom Cotton,,AR,4,200,200,
v0.1.0,1.1.0,C001096,113,H,2013-01-03,2015-01-02,Kevin,Cramer,Kevin Cramer,,ND,0,200,200,
v0.1.0,1.1.0,C001097,113,H,2013-01-03,2015-01-02,Tony,Cárdenas,Tony Cárdenas,,CA,29,100,100,
v0.1.0,1.1.0,C001101,113,H,2013-12-12,2015-01-02,Katherine,Clark,Katherine M. Clark,,MA,5,100,100,
v0.1.0,1.1.0,C001102,113,H,2014-06-24,2015-01-02,Curtis,Clawson,Curt Clawson,Curt,FL,19,200,200,
v0.1.0,1.1.0,D000096,113,H,2013-01-03,2015-01-02,Danny,Davis,Danny K. Davis,,IL,7,100,100,
v0.1.0,1.1.0,D000191,113,H,2013-01-03,2015-01-02,Peter,DeFazio,Peter A. DeFazio,,OR,4,100,100,
v0.1.0,1.1.0,D000197,113,H,2013-01-03,2015-01-02,Diana,DeGette,Diana DeGette,,CO,1,100,100,
v0.1.0,1.1.0,D000216,113,H,2013-01-03,2015-01-02,Rosa,DeLauro,Rosa L. DeLauro,,CT,3,100,100,
v0.1.0,1.1.0,D000355,113,H,2013-01-03,2015-01-02,John,Dingell,John D. Dingell,,MI,12,100,100,
v0.1.0,1.1.0,D000399,113,H,2013-01-03,2015-01-02,Lloyd,Doggett,Lloyd Doggett,,TX,35,100,100,
v0.1.0,1.1.0,D000482,113,H,2013-01-03,2015-01-02,Michael,Doyle,Michael F. Doyle,,PA,14,100,100,
v0.1.0,1.1.0,D000533,113,H,2013-01-03,2015-01-02,John,Duncan,"John J. Duncan, Jr.",Jimmy,TN,2,200,200,
v0.1.0,1.1.0,D000598,113,H,2013-01-03,2015-01-02,Susan,Davis,Susan A. Davis,,CA,53,100,100,
v0.1.0,1.1.0,D000600,113,H,2013-01-03,2015-01-02,Mario,Diaz-Balart,Mario Diaz-Balart,,FL,25,200,200,
v0.1.0,1.1.0,D000604,113,H,2013-01-03,2015-01-02,Charles,Dent,Charles W. Dent,,PA,15,200,200,
v0.1.0,1.1.0,D000610,113,H,2013-01-03,2015-01-02,Theodore,Deutch,Theodore E. Deutch,Ted,FL,21,100,100,
v0.1.0,1.1.0,D000612,113,H,2013-01-03,2015-01-02,Jeff,Denham,Jeff Denham,,CA,10,200,200,
v0.1.0,1.1.0,D000614,113,H,2013-01-03,2015-01-02,Sean,Duffy,Sean P. Duffy,,WI,7,200,200,
v0.1.0,1.1.0,D000615,113,H,2013-01-03,2015-01-02,Jeff,Duncan,Jeff Duncan,,SC,3,200,200,
v0.1.0,1.1.0,D000616,113,H,2013-01-03,2015-01-02,Scott,DesJarlais,Scott DesJarlais,,TN,4,200,200,
v0.1.0,1.1.0,D000617,113,H,2013-01-03,2015-01-02,Suzan,DelBene,Suzan K. DelBene,,WA,1,100,100,
v0.1.0,1.1.0,D000618,113,H,2013-01-03,2015-01-02,Steve,Daines,Steve Daines,,MT,0,200,200,
v0.1.0,1.1.0,D000619,113,H,2013-01-03,2015-01-02,Rodney,Davis,Rodney Davis,,IL,13,200,200,
v0.1.0,1.1.0,D000620,113,H,2013-01-03,2015-01-02,John,Delaney,John K. Delaney,,MD,6,100,100,
v0.1.0,1.1.0,D000621,113,H,2013-01-03,2015-01-02,Ron,DeSantis,Ron DeSantis,,FL,6,200,200,
v0.1.0,1.1.0,D000622,113,H,2013-01-03,2015-01-02,Tammy,Duckworth,Tammy Duckworth,,IL,8,100,100,
v0.1.0,1.1.0,E000172,113,H,2013-01-03,2013-01-21,Jo Ann,Emerson,Jo Ann Emerson,,MO,8,200,200,
v0.1.0,1.1.0,E000179,113,H,2013-01-03,2015-01-02,Eliot,Engel,Eliot L. Engel,,NY,16,100,100,
v0.1.0,1.1.0,E000215,113,H,2013-01-03,2015-01-02,Anna,Eshoo,Anna G. Eshoo,,CA,18,100,100,
v0.1.0,1.1.0,E000288,113,H,2013-01-03,2015-01-02,Keith,Ellison,Keith Ellison,,MN,5,100,100,
v0.1.0,1.1.0,E000290,113,H,2013-01-03,2015-01-02,Donna,Edwards,Donna F. Edwards,,MD,4,100,100,
v0.1.0,1.1.0,E000291,113,H,2013-01-03,2015-01-02,Renee,Ellmers,Renee L. Ellmers,,NC,2,200,200,
v0.1.0,1.1.0,E000292,113,H,2013-01-03,2015-01-02,William,Enyart,William L. Enyart,,IL,12,100,100,
v0.1.0,1.1.0,E000293,113,H,2013-01-03,2015-01-02,Elizabeth,Esty,Elizabeth H. Esty,,CT,5,100,100,
v0.1.0,1.1.0,F000010,113,H,2013-01-03,2015-01-02,Eni,Faleomavaega,Eni F. H. Faleomavaega,,AS,0,100,100,
v0.1.0,1.1.0,F000030,113,H,2013-01-03,2015-01-02,Sam,Farr,Sam Farr,,CA,20,100,100,
v0.1.0,1.1.0,F000043,113,H,2013-01-03,2015-01-02,Chaka,Fattah,Chaka Fattah,,PA,2,100,100,
v0.1.0,1.1.0,F000372,113,H,2013-01-03,2015-01-02,Rodney,Frelinghuysen,Rodney P. Frelinghuysen,,NJ,11,200,200,
v0.1.0,1.1.0,F000445,113,H,2013-01-03,2015-01-02,J.,Forbes,J. Randy Forbes,,VA,4,200,200,
v0.1.0,1.1.0,F000448,113,H,2013-01-03,2015-01-02,Trent,Franks,Trent Franks,,AZ,8,200,200,
v0.1.0,1.1.0,F000449,113,H,2013-01-03,2015-01-02,Jeff,Fortenberry,Jeff Fortenberry,,NE,1,200,200,
v0.1.0,1.1.0,F000450,113,H,2013-01-03,2015-01-02,Virginia,Foxx,Virginia Foxx,,NC,5,200,200,
v0.1.0,1.1.0,F000451,113,H,2013-01-03,2015-01-02,Michael,Fitzpatrick,Michael G. Fitzpatrick,,PA,8,200,200,
v0.1.0,1.1.0,F000454,113,H,2013-01-03,2015-01-02,Bill,Foster,Bill Foster,,IL,11,100,100,
v0.1.0,1.1.0,F000455,113,H,2013-01-03,2015-01-02,Marcia,Fudge,Marcia L. Fudge,,OH,11,100,100,
v0.1.0,1.1.0,F000456,113,H,2013-01-03,2015-01-02,John,Fleming,John Fleming,,LA,4,200,200,
v0.1.0,1.1.0,F000458,113,H,2013-01-03,2015-01-02,Stephen,Fincher,Stephen Lee Fincher,,TN,8,200,200,
v0.1.0,1.1.0,F000459,113,H,2013-01-03,2015-01-02,Charles,Fleischmann,"Charles J. ""Chuck"" Fleischmann",Chuck,TN,3,200,200,
v0.1.0,1.1.0,F000460,113,H,2013-01-03,2015-01-02,Blake,Farenthold,Blake Farenthold,,TX,27,200,200,
v0.1.0,1.1.0,F000461,113,H,2013-01-03,2015-01-02,Bill,Flores,Bill Flores,,TX,17,200,200,
v0.1.0,1.1.0,F000462,113,H,2013-01-03,2015-01-02,Lois,Frankel,Lois Frankel,,FL,22,100,100,
v0.1.0,1.1.0,G000289,113,H,2013-01-03,2015-01-02,Bob,Goodlatte,Bob Goodlatte,,VA,6,200,200,
v0.1.0,1.1.0,G000377,113,H,2013-01-03,2015-01-02,Kay,Granger,Kay Granger,,TX,12,200,200,
v0.1.0,1.1.0,G000410,113,H,2013-01-03,2015-01-02,Gene,Green,Gene Green,,TX,29,100,100,
v0.1.0,1.1.0,G000535,113,H,2013-01-03,2015-01-02,Luis,Gutiérrez,Luis V. Gutiérrez,,IL,4,100,100,
v0.1.0,1.1.0,G000546,113,H,2013-01-03,2015-01-02,Sam,Graves,Sam Graves,,MO,6,200,200,
v0.1.0,1.1.0,G000548,113,H,2013-01-03,2015-01-02,Scott,Garrett,Scott Garrett,,NJ,5,200,200,
v0.1.0,1.1.0,G000549,113,H,2013-01-03,2015-01-02,Jim,Gerlach,Jim Gerlach,,PA,6,200,200,
v0.1.0,1.1.0,G000550,113,H,2013-01-03,2015-01-02,Phil,Gingrey,Phil Gingrey,,GA,11,200,200,
v0.1.0,1.1.0,G000551,113,H,2013-01-03,2015-01-02,Raúl,Grijalva,Raúl M. Grijalva,,AZ,3,100,100,
v0.1.0,1.1.0,G000552,113,H,2013-01-03,2015-01-02,Louie,Gohmert,Louie Gohmert,,TX,1,200,200,
v0.1.0,1.1.0,G000553,113,H,2013-01-03,2015-01-02,Al,Green,Al Green,,TX,9,100,100,
v0.1.0,1.1.0,G000556,113,H,2013-01-03,2015-01-02,Alan,Grayson,Alan Grayson,,FL,9,100,100,
v0.1.0,1.1.0,G000558,113,H,2013-01-03,2015-01-02,Brett,Guthrie,Brett Guthrie,,KY,2,200,200,
v0.1.0,1.1.0,G000559,113,H,2013-01-03,2015-01-02,John,Garamendi,John Garamendi,,CA,3,100,100,
v0.1.0,1.1.0,G000560,113,H,2013-01-03,2015-01-02,Tom,Graves,Tom Graves,,GA,14,200,200,
v0.1.0,1.1.0,G000562,113,H,2013-01-03,2015-01-02,Cory,Gardner,Cory Gardner,,CO,4,200,200,
v0.1.0,1.1.0,G000563,113,H,2013-01-03,2015-01-02,Bob,Gibbs,Bob Gibbs,,OH,7,200,200,
v0.1.0,1.1.0,G000564,113,H,2013-01-03,2015-01-02,Christopher,Gibson,Christopher P. Gibson,,NY,19,200,200,
v0.1.0,1.1.0,G000565,113,H,2013-01-03,2015-01-02,Paul,Gosar,Paul A. Gosar,,AZ,4,200,200,
v0.1.0,1.1.0,G000566,113,H,2013-01-03,2015-01-02,Trey,Gowdy,Trey Gowdy,,SC,4,200,200,
v0.1.0,1.1.0,G000567,113,H,2013-01-03,2015-01-02,Tim,Griffin,Tim Griffin,,AR,2,200,200,
v0.1.0,1.1.0,G000568,113,H,2013-01-03,2015-01-02,H.,Griffith,H. Morgan Griffith,,VA,9,200,200,
v0.1.0,1.1.0,G000569,113,H,2013-01-03,2015-01-02,Michael,Grimm,Michael G. Grimm,,NY,11,200,200,
v0.1.0,1.1.0,G000571,113,H,2013-01-03,2015-01-02,Tulsi,Gabbard,Tulsi Gabbard,,HI,2,100,100,
v0.1.0,1.1.0,G000572,113,H,2013-01-03,2015-01-02,Pete,Gallego,Pete P. Gallego,,TX,23,100,100,
v0.1.0,1.1.0,G000573,113,H,2013-01-03,2015-01-02,Joe,Garcia,Joe Garcia,,FL,26,100,100,
v0.1.0,1.1.0,H000067,113,H,2013-01-03,2015-01-02,Ralph,Hall,Ralph M. Hall,,TX,4,200,200,
v0.1.0,1.1.0,H000324,113,H,2013-01-03,2015-01-02,Alcee,Hastings,Alcee L. Hastings,,FL,20,100,100,
v0.1.0,1.1.0,H000329,113,H,2013-01-03,2015-01-02,Doc,Hastings,Doc Hastings,,WA,4,200,200,
v0.1.0,1.1.0,H000636,113,H,2013-01-03,2015-01-02,Rubén,Hinojosa,Rubén Hinojosa,,TX,15,100,100,
v0.1.0,1.1.0,H000874,113,H,2013-01-03,2015-01-02,Steny,Hoyer,Steny H. Hoyer,,MD,5,100,100,
v0.1.0,1.1.0,H001032,113,H,2013-01-03,2015-01-02,Rush,Holt,Rush Holt,,NJ,12,100,100,
v0.1.0,1.1.0,H001034,113,H,2013-01-03,2015-01-02,Michael,Honda,Michael M. Honda,Mike,CA,17,100,100,
v0.1.0,1.1.0,H001036,113,H,2013-01-03,2015-01-02,Jeb,Hensarling,Jeb Hensarling,,TX,5,200,200,
v0.1.0,1.1.0,H001038,113,H,2013-01-03,2015-01-02,Brian,Higgins,Brian Higgins,,NY,26,100,100,
v0.1.0,1.1.0,H001045,113,H,2013-01-03,2015-01-02,Gregg,Harper,Gregg Harper,,MS,3,200,200,
v0.1.0,1.1.0,H001047,113,H,2013-01-03,2015-01-02,James,Himes,James A. Himes,Jim,CT,4,100,100,
v0.1.0,1.1.0,H001048,113,H,2013-01-03,2015-01-02,Duncan,Hunter,Duncan Hunter,,CA,50,200,200,
v0.1.0,1.1.0,H001050,113,H,2013-01-03,2015-01-02,Colleen,Hanabusa,Colleen Hanabusa,,HI,1,100,100,
v0.1.0,1.1.0,H001051,113,H,2013-01-03,2015-01-02,Richard,Hanna,Richard L. Hanna,,NY,22,200,200,
v0.1.0,1.1.0,H001052,113,H,2013-01-03,2015-01-02,Andy,Harris,Andy Harris,,MD,1,200,200,
v0.1.0,1.1.0,H001053,113,H,2013-01-03,2015-01-02,Vicky,Hartzler,Vicky Hartzler,,MO,4,200,200,
v0.1.0,1.1.0,H001055,113,H,2013-01-03,2015-01-02,Joseph,Heck,Joseph J. Heck,,NV,3,200,200,
v0.1.0,1.1.0,H001056,113,H,2013-01-03,2015-01-02,Jaime,Herrera Beutler,Jaime Herrera Beutler,,WA,3,200,200,
v0.1.0,1.1.0,H001057,113,H,2013-01-03,2015-01-02,Tim,Huelskamp,Tim Huelskamp,,KS,1,200,200,
v0.1.0,1.1.0,H001058,113,H,2013-01-03,2015-01-02,Bill,Huizenga,Bill Huizenga,,MI,2,200,200,
v0.1.0,1.1.0,H001059,113,H,2013-01-03,2015-01-02,Randy,Hultgren,Randy Hultgren,,IL,14,200,200,
v0.1.0,1.1.0,H001060,113,H,2013-01-03,2015-01-02,Robert,Hurt,Robert Hurt,,VA,5,200,200,
v0.1.0,1.1.0,H001063,113,H,2013-01-03,2015-01-02,Janice,Hahn,Janice Hahn,,CA,44,100,100,
v0.1.0,1.1.0,H001064,113,H,2013-01-03,2015-01-02,Denny,Heck,Denny Heck,,WA,10,100,100,
v0.1.0,1.1.0,H001065,113,H,2013-01-03,2015-01-02,George,Holding,George Holding,,NC,13,200,200,
v0.1.0,1.1.0,H001066,113,H,2013-01-03,2015-01-02,Steven,Horsford,Steven Horsford,,NV,4,100,100,
v0.1.0,1.1.0,H001067,113,H,2013-01-03,2015-01-02,Richard,Hudson,Richard Hudson,,NC,8,200,200,
v0.1.0,1.1.0,H001068,113,H,2013-01-03,2015-01-02,Jared,Huffman,Jared Huffman,,CA,2,100,100,
v0.1.0,1.1.0,I000056,113,H,2013-01-03,2015-01-02,Darrell,Issa,Darrell Issa,,CA,49,200,200,
v0.1.0,1.1.0,I000057,113,H,2013-01-03,2015-01-02,Steve,Israel,Steve Israel,,NY,3,100,100,
v0.1.0,1.1.0,J000032,113,H,2013-01-03,2015-01-02,Sheila,Jackson Lee,Sheila Jackson Lee,,TX,18,100,100,
v0.1.0,1.1.0,J000126,113,H,2013-01-03,2015-01-02,Eddie,Johnson,Eddie Bernice Johnson,,TX,30,100,100,
v0.1.0,1.1.0,J000174,113,H,2013-01-03,2015-01-02,Sam,Johnson,Sam Johnson,,TX,3,200,200,
v0.1.0,1.1.0,J000255,113,H,2013-01-03,2015-01-02,Walter,Jones,Walter B. Jones,,NC,3,200,200,
v0.1.0,1.1.0,J000288,113,H,2013-01-03,2015-01-02,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",Hank,GA,4,100,100,
v0.1.0,1.1.0,J000289,113,H,2013-01-03,2015-01-02,Jim,Jordan,Jim Jordan,,OH,4,200,200,
v0.1.0,1.1.0,J000290,113,H,2013-01-03,2015-01-02,Lynn,Jenkins,Lynn Jenkins,,KS,2,200,200,
v0.1.0,1.1.0,J000292,113,H,2013-01-03,2015-01-02,Bill,Johnson,Bill Johnson,,OH,6,200,200,
v0.1.0,1.1.0,J000294,113,H,2013-01-03,2015-01-02,Hakeem,Jeffries,Hakeem S. Jeffries,,NY,8,100,100,
v0.1.0,1.1.0,J000295,113,H,2013-01-03,2015-01-02,David,Joyce,David P. Joyce,,OH,14,200,200,
v0.1.0,1.1.0,J000296,113,H,2014-03-11,2015-01-02,David,Jolly,David W. Jolly,,FL,13,200,200,
v0.1.0,1.1.0,K000009,113,H,2013-01-03,2015-01-02,Marcy,Kaptur,Marcy Kaptur,,OH,9,100,100,
v0.1.0,1.1.0,K000188,113,H,2013-01-03,2015-01-02,Ron,Kind,Ron Kind,,WI,3,100,100,
v0.1.0,1.1.0,K000210,113,H,2013-01-03,2015-01-02,Peter,King,Peter T. King,Pete,NY,2,200,200,
v0.1.0,1.1.0,K000220,113,H,2013-01-03,2015-01-02,Jack,Kingston,Jack Kingston,,GA,1,200,200,
v0.1.0,1.1.0,K000362,113,H,2013-01-03,2015-01-02,Steve,King,Steve King,,IA,4,200,200,
v0.1.0,1.1.0,K000363,113,H,2013-01-03,2015-01-02,John,Kline,John Kline,,MN,2,200,200,
v0.1.0,1.1.0,K000368,113,H,2013-01-03,2015-01-02,Ann,Kirkpatrick,Ann Kirkpatrick,,AZ,1,100,100,
v0.1.0,1.1.0,K000375,113,H,2013-01-03,2015-01-02,William,Keating,William R. Keating,,MA,9,100,100,
v0.1.0,1.1.0,K000376,113,H,2013-01-03,2015-01-02,Mike,Kelly,Mike Kelly,,PA,3,200,200,
