release_version,schema_version,bioguide_id,congress_no,chamber,service_start,service_last_active_date,first_name,last_name,official_full_name,nickname,state,district,party_code,caucus_party_code,exit_reason
v0.1.0,1.1.0,S001203,115,S,2018-01-03,2018-11-05,Tina,Smith,Tina Smith,,MN,,100,100,
v0.1.0,1.1.0,S001203,115,S,2018-11-07,2019-01-02,Tina,Smith,Tina Smith,,MN,,100,100,
v0.1.0,1.1.0,T000250,115,S,2017-01-03,2019-01-02,John,Thune,John Thune,,SD,,200,200,
v0.1.0,1.1.0,T000461,115,S,2017-01-03,2019-01-02,Patrick,Toomey,Patrick J. Toomey,Pat,PA,,200,200,
v0.1.0,1.1.0,T000464,115,S,2017-01-03,2019-01-02,Jon,Tester,Jon Tester,,MT,,100,100,
v0.1.0,1.1.0,T000476,115,S,2017-01-03,2019-01-02,Thom,Tillis,Thom Tillis,,NC,,200,200,
v0.1.0,1.1.0,U000039,115,S,2017-01-03,2019-01-02,Tom,Udall,Tom Udall,,NM,,100,100,
v0.1.0,1.1.0,V000128,115,S,2017-01-03,2019-01-02,Chris,Van Hollen,Chris Van Hollen,,MD,,100,100,
v0.1.0,1.1.0,W000437,115,S,2017-01-03,2019-01-02,Roger,Wicker,Roger F. Wicker,,MS,,200,200,
v0.1.0,1.1.0,W000779,115,S,2017-01-03,2019-01-02,Ron,Wyden,Ron Wyden,,OR,,100,100,
v0.1.0,1.1.0,W000802,115,S,2017-01-03,2019-01-02,Sheldon,Whitehouse,Sheldon Whitehouse,,RI,,100,100,
v0.1.0,1.1.0,W000805,115,S,2017-01-03,2019-01-02,Mark,Warner,Mark R. Warner,,VA,,100,100,
v0.1.0,1.1.0,W000817,115,S,2017-01-03,2019-01-02,Elizabeth,Warren,Elizabeth Warren,,MA,,100,100,
v0.1.0,1.1.0,Y000064,115,S,2017-01-03,2019-01-02,Todd,Young,Todd Young,,IN,,200,200,
v0.1.0,1.1.0,A000055,116,H,2019-01-03,2021-01-02,Robert,Aderholt,Robert B. Aderholt,,AL,4,200,200,
v0.1.0,1.1.0,A000367,116,H,2019-01-03,2021-01-02,Justin,Amash,Justin Amash,,MI,3,326,326,
v0.1.0,1.1.0,A000369,116,H,2019-01-03,2021-01-02,Mark,Amodei,Mark E. Amodei,,NV,2,200,200,
v0.1.0,1.1.0,A000370,116,H,2019-01-03,2021-01-02,Alma,Adams,Alma S. Adams,,NC,12,100,100,
v0.1.0,1.1.0,A000371,116,H,2019-01-03,2021-01-02,Pete,Aguilar,Pete Aguilar,,CA,31,100,100,
v0.1.0,1.1.0,A000372,116,H,2019-01-03,2021-01-02,Rick,Allen,Rick W. Allen,,GA,12,200,200,
v0.1.0,1.1.0,A000374,116,H,2019-01-03,2021-01-02,Ralph,Abraham,Ralph Lee Abraham,,LA,5,200,200,
v0.1.0,1.1.0,A000375,116,H,2019-01-03,2021-01-02,Jodey,Arrington,Jodey C. Arrington,,TX,19,200,200,
v0.1.0,1.1.0,A000376,116,H,2019-01-03,2021-01-02,Colin,Allred,Colin Z. Allred,,TX,32,100,100,
v0.1.0,1.1.0,A000377,116,H,2019-01-03,2021-01-02,Kelly,Armstrong,Kelly Armstrong,,ND,0,200,200,
v0.1.0,1.1.0,A000378,116,H,2019-01-03,2021-01-02,Cynthia,Axne,Cynthia Axne,,IA,3,100,100,
v0.1.0,1.1.0,B000490,116,H,2019-01-03,2021-01-02,Sanford,Bishop,"Sanford D. Bishop, Jr.",,GA,2,100,100,
v0.1.0,1.1.0,B000574,116,H,2019-01-03,2021-01-02,Earl,Blumenauer,Earl Blumenauer,,OR,3,100,100,
v0.1.0,1.1.0,B000755,116,H,2019-01-03,2021-01-02,Kevin,Brady,Kevin Brady,,TX,8,200,200,
v0.1.0,1.1.0,B001248,116,H,2019-01-03,2021-01-02,Michael,Burgess,Michael C. Burgess,,TX,26,200,200,
v0.1.0,1.1.0,B001250,116,H,2019-01-03,2021-01-02,Rob,Bishop,Rob Bishop,,UT,1,200,200,
v0.1.0,1.1.0,B001251,116,H,2019-01-03,2021-01-02,George,Butterfield,G. K. Butterfield,G.K.,NC,1,100,100,
v0.1.0,1.1.0,B001257,116,H,2019-01-03,2021-01-02,Gus,Bilirakis,Gus M. Bilirakis,,FL,12,200,200,
v0.1.0,1.1.0,B001260,116,H,2019-01-03,2021-01-02,Vern,Buchanan,Vern Buchanan,,FL,16,200,200,
v0.1.0,1.1.0,B001270,116,H,2019-01-03,2021-01-02,Karen,Bass,Karen Bass,,CA,37,100,100,
v0.1.0,1.1.0,B001274,116,H,2019-01-03,2021-01-02,Mo,Brooks,Mo Brooks,,AL,5,200,200,
v0.1.0,1.1.0,B001275,116,H,2019-01-03,2021-01-02,Larry,Bucshon,Larry Bucshon,,IN,8,200,200,
v0.1.0,1.1.0,B001278,116,H,2019-01-03,2021-01-02,Suzanne,Bonamici,Suzanne Bonamici,,OR,1,100,100,
v0.1.0,1.1.0,B001281,116,H,2019-01-03,2021-01-02,Joyce,Beatty,Joyce Beatty,,OH,3,100,100,
v0.1.0,1.1.0,B001282,116,H,2019-01-03,2021-01-02,Garland,Barr,Andy Barr,Andy,KY,6,200,200,
v0.1.0,1.1.0,B001284,116,H,2019-01-03,2021-01-02,Susan,Brooks,Susan W. Brooks,,IN,5,200,200,
v0.1.0,1.1.0,B001285,116,H,2019-01-03,2021-01-02,Julia,Brownley,Julia Brownley,,CA,26,100,100,
v0.1.0,1.1.0,B001286,116,H,2019-01-03,2021-01-02,Cheri,Bustos,Cheri Bustos,,IL,17,100,100,
v0.1.0,1.1.0,B001287,116,H,2019-01-03,2021-01-02,Ami,Bera,Ami Bera,,CA,7,100,100,
v0.1.0,1.1.0,B001289,116,H,2019-01-03,2021-01-02,Bradley,Byrne,Bradley Byrne,,AL,1,200,200,
v0.1.0,1.1.0,B001291,116,H,2019-01-03,2021-01-02,Brian,Babin,Brian Babin,,TX,36,200,200,
v0.1.0,1.1.0,B001292,116,H,2019-01-03,2021-01-02,Donald,Beyer,"Donald S. Beyer, Jr.",,VA,8,100,100,
v0.1.0,1.1.0,B001295,116,H,2019-01-03,2021-01-02,Mike,Bost,Mike Bost,,IL,12,200,200,
v0.1.0,1.1.0,B001296,116,H,2019-01-03,2021-01-02,Brendan,Boyle,Brendan F. Boyle,,PA,2,100,100,
v0.1.0,1.1.0,B001297,116,H,2019-01-03,2021-01-02,Ken,Buck,Ken Buck,,CO,4,200,200,
v0.1.0,1.1.0,B001298,116,H,2019-01-03,2021-01-02,Don,Bacon,Don Bacon,,NE,2,200,200,
v0.1.0,1.1.0,B001299,116,H,2019-01-03,2021-01-02,Jim,Banks,Jim Banks,,IN,3,200,200,
v0.1.0,1.1.0,B001300,116,H,2019-01-03,2021-01-02,Nanette,Barragán,Nanette Diaz Barragán,,CA,44,100,100,
v0.1.0,1.1.0,B001301,116,H,2019-01-03,2021-01-02,Jack,Bergman,Jack Bergman,,MI,1,200,200,
v0.1.0,1.1.0,B001302,116,H,2019-01-03,2021-01-02,Andy,Biggs,Andy Biggs,,AZ,5,200,200,
v0.1.0,1.1.0,B001303,116,H,2019-01-03,2021-01-02,Lisa,Blunt Rochester,Lisa Blunt Rochester,,DE,0,100,100,
v0.1.0,1.1.0,B001304,116,H,2019-01-03,2021-01-02,Anthony,Brown,Anthony G. Brown,,MD,4,100,100,
v0.1.0,1.1.0,B001305,116,H,2019-01-03,2021-01-02,Ted,Budd,Ted Budd,,NC,13,200,200,
v0.1.0,1.1.0,B001306,116,H,2019-01-03,2021-01-02,Troy,Balderson,Troy Balderson,,OH,12,200,200,
v0.1.0,1.1.0,B001307,116,H,2019-01-03,2021-01-02,James,Baird,James R. Baird,,IN,4,200,200,
v0.1.0,1.1.0,B001308,116,H,2019-01-03,2021-01-02,Anthony,Brindisi,Anthony Brindisi,,NY,22,100,100,
v0.1.0,1.1.0,B001309,116,H,2019-01-03,2021-01-02,Tim,Burchett,Tim Burchett,,TN,2,200,200,
v0.1.0,1.1.0,B001311,116,H,2019-09-17,2021-01-02,Dan,Bishop,Dan Bishop,,NC,9,200,200,
v0.1.0,1.1.0,C000059,116,H,2019-01-03,2021-01-02,Ken,Calvert,Ken Calvert,,CA,42,200,200,
v0.1.0,1.1.0,C000266,116,H,2019-01-03,2021-01-02,Steve,Chabot,Steve Chabot,,OH,1,200,200,
v0.1.0,1.1.0,C000754,116,H,2019-01-03,2021-01-02,Jim,Cooper,Jim Cooper,,TN,5,100,100,
v0.1.0,1.1.0,C000984,116,H,2019-01-03,2019-10-16,Elijah,Cummings,Elijah E. Cummings,,MD,7,100,100,
v0.1.0,1.1.0,C001049,116,H,2019-01-03,2021-01-02,Wm.,Clay,Wm. Lacy Clay,,MO,1,100,100,
v0.1.0,1.1.0,C001051,116,H,2019-01-03,2021-01-02,John,Carter,John R. Carter,,TX,31,200,200,
v0.1.0,1.1.0,C001053,116,H,2019-01-03,2021-01-02,Tom,Cole,Tom Cole,,OK,4,200,200,
v0.1.0,1.1.0,C001055,116,H,2019-01-03,2021-01-02,Ed,Case,Ed Case,,HI,1,100,100,
v0.1.0,1.1.0,C001059,116,H,2019-01-03,2021-01-02,Jim,Costa,Jim Costa,,CA,16,100,100,
v0.1.0,1.1.0,C001061,116,H,2019-01-03,2021-01-02,Emanuel,Cleaver,Emanuel Cleaver,,MO,5,100,100,
v0.1.0,1.1.0,C001062,116,H,2019-01-03,2021-01-02,K.,Conaway,K. Michael Conaway,,TX,11,200,200,
v0.1.0,1.1.0,C001063,116,H,2019-01-03,2021-01-02,Henry,Cuellar,Henry Cuellar,,TX,28,100,100,
v0.1.0,1.1.0,C001066,116,H,2019-01-03,2021-01-02,Kathy,Castor,Kathy Castor,,FL,14,100,100,
v0.1.0,1.1.0,C001067,116,H,2019-01-03,2021-01-02,Yvette,Clarke,Yvette D. Clarke,,NY,9,100,100,
v0.1.0,1.1.0,C001068,116,H,2019-01-03,2021-01-02,Steve,Cohen,Steve Cohen,,TN,9,100,100,
v0.1.0,1.1.0,C001069,116,H,2019-01-03,2021-01-02,Joe,Courtney,Joe Courtney,,CT,2,100,100,
v0.1.0,1.1.0,C001072,116,H,2019-01-03,2021-01-02,André,Carson,André Carson,,IN,7,100,100,
v0.1.0,1.1.0,C001078,116,H,2019-01-03,2021-01-02,Gerald,Connolly,Gerald E. Connolly,,VA,11,100,100,
v0.1.0,1.1.0,C001080,116,H,2019-01-03,2021-01-02,Judy,Chu,Judy Chu,,CA,27,100,100,
v0.1.0,1.1.0,C001084,116,H,2019-01-03,2021-01-02,David,Cicilline,David N. Cicilline,,RI,1,100,100,
v0.1.0,1.1.0,C001087,116,H,2019-01-03,2021-01-02,Eric,Crawford,"Eric A. ""Rick"" Crawford",Rick,AR,1,200,200,
v0.1.0,1.1.0,C001090,116,H,2019-01-03,2021-01-02,Matthew,Cartwright,Matt Cartwright,Matt,PA,8,100,100,
v0.1.0,1.1.0,C001091,116,H,2019-01-03,2021-01-02,Joaquin,Castro,Joaquin Castro,,TX,20,100,100,
v0.1.0,1.1.0,C001092,116,H,2019-01-03,2019-09-30,Chris,Collins,Chris Collins,,NY,27,200,200,
v0.1.0,1.1.0,C001093,116,H,2019-01-03,2021-01-02,Doug,Collins,Doug Collins,,GA,9,200,200,
v0.1.0,1.1.0,C001094,116,H,2019-01-03,2020-12-06,Paul,Cook,Paul Cook,,CA,8,200,200,
v0.1.0,1.1.0,C001097,116,H,2019-01-03,2021-01-02,Tony,Cárdenas,Tony Cárdenas,,CA,29,100,100,
v0.1.0,1.1.0,C001101,116,H,2019-01-03,2021-01-02,Katherine,Clark,Katherine M. Clark,,MA,5,100,100,
v0.1.0,1.1.0,C001103,116,H,2019-01-03,2021-01-02,Earl,Carter,"Earl L. ""Buddy"" Carter",Buddy,GA,1,200,200,
v0.1.0,1.1.0,C001108,116,H,2019-01-03,2021-01-02,James,Comer,James Comer,,KY,1,200,200,
v0.1.0,1.1.0,C001109,116,H,2019-01-03,2021-01-02,Liz,Cheney,Liz Cheney,,WY,0,200,200,
v0.1.0,1.1.0,C001110,116,H,2019-01-03,2021-01-02,J.,Correa,J. Luis Correa,,CA,46,100,100,
v0.1.0,1.1.0,C001111,116,H,2019-01-03,2021-01-02,Charlie,Crist,Charlie Crist,,FL,13,100,100,
v0.1.0,1.1.0,C001112,116,H,2019-01-03,2021-01-02,Salud,Carbajal,Salud O. Carbajal,,CA,24,100,100,
v0.1.0,1.1.0,C001114,116,H,2019-01-03,2021-01-02,John,Curtis,John R. Curtis,,UT,3,200,200,
v0.1.0,1.1.0,C001115,116,H,2019-01-03,2021-01-02,Michael,Cloud,Michael Cloud,,TX,27,200,200,
v0.1.0,1.1.0,C001117,116,H,2019-01-03,2021-01-02,Sean,Casten,Sean Casten,,IL,6,100,100,
v0.1.0,1.1.0,C001118,116,H,2019-01-03,2021-01-02,Ben,Cline,Ben Cline,,VA,6,200,200,
v0.1.0,1.1.0,C001119,116,H,2019-01-03,2021-01-02,Angie,Craig,Angie Craig,,MN,2,100,100,
v0.1.0,1.1.0,C001120,116,H,2019-01-03,2021-01-02,Dan,Crenshaw,Dan Crenshaw,,TX,2,200,200,
v0.1.0,1.1.0,C001121,116,H,2019-01-03,2021-01-02,Jason,Crow,Jason Crow,,CO,6,100,100,
v0.1.0,1.1.0,C001122,116,H,2019-01-03,2021-01-02,Joe,Cunningham,Joe Cunningham,,SC,1,100,100,
v0.1.0,1.1.0,C001123,116,H,2019-01-03,2021-01-02,Gilbert,Cisneros,"Gilbert Ray Cisneros, Jr.",,CA,39,100,100,
v0.1.0,1.1.0,C001124,116,H,2019-01-03,2021-01-02,TJ,Cox,TJ Cox,,CA,21,100,100,
v0.1.0,1.1.0,D000096,116,H,2019-01-03,2021-01-02,Danny,Davis,Danny K. Davis,,IL,7,100,100,
v0.1.0,1.1.0,D000191,116,H,2019-01-03,2021-01-02,Peter,DeFazio,Peter A. DeFazio,,OR,4,100,100,
v0.1.0,1.1.0,D000197,116,H,2019-01-03,2021-01-02,Diana,DeGette,Diana DeGette,,CO,1,100,100,
v0.1.0,1.1.0,D000216,116,H,2019-01-03,2021-01-02,Rosa,DeLauro,Rosa L. DeLauro,,CT,3,100,100,
v0.1.0,1.1.0,D000399,116,H,2019-01-03,2021-01-02,Lloyd,Doggett,Lloyd Doggett,,TX,35,100,100,
v0.1.0,1.1.0,D000482,116,H,2019-01-03,2021-01-02,Michael,Doyle,Michael F. Doyle,,PA,18,100,100,
v0.1.0,1.1.0,D000598,116,H,2019-01-03,2021-01-02,Susan,Davis,Susan A. Davis,,CA,53,100,100,
v0.1.0,1.1.0,D000600,116,H,2019-01-03,2021-01-02,Mario,Diaz-Balart,Mario Diaz-Balart,,FL,25,200,200,
v0.1.0,1.1.0,D000610,116,H,2019-01-03,2021-01-02,Theodore,Deutch,Theodore E. Deutch,Ted,FL,22,100,100,
v0.1.0,1.1.0,D000614,116,H,2019-01-03,2019-09-22,Sean,Duffy,Sean P. Duffy,,WI,7,200,200,
v0.1.0,1.1.0,D000615,116,H,2019-01-03,2021-01-02,Jeff,Duncan,Jeff Duncan,,SC,3,200,200,
v0.1.0,1.1.0,D000616,116,H,2019-01-03,2021-01-02,Scott,DesJarlais,Scott DesJarlais,,TN,4,200,200,
v0.1.0,1.1.0,D000617,116,H,2019-01-03,2021-01-02,Suzan,DelBene,Suzan K. DelBene,,WA,1,100,100,
v0.1.0,1.1.0,D000619,116,H,2019-01-03,2021-01-02,Rodney,Davis,Rodney Davis,,IL,13,200,200,
v0.1.0,1.1.0,D000623,116,H,2019-01-03,2021-01-02,Mark,DeSaulnier,Mark DeSaulnier,,CA,11,100,100,
v0.1.0,1.1.0,D000624,116,H,2019-01-03,2021-01-02,Debbie,Dingell,Debbie Dingell,,MI,12,100,100,
v0.1.0,1.1.0,D000626,116,H,2019-01-03,2021-01-02,Warren,Davidson,Warren Davidson,,OH,8,200,200,
v0.1.0,1.1.0,D000627,116,H,2019-01-03,2021-01-02,Val,Demings,Val Butler Demings,,FL,10,100,100,
v0.1.0,1.1.0,D000628,116,H,2019-01-03,2021-01-02,Neal,Dunn,Neal P. Dunn,,FL,2,200,200,
v0.1.0,1.1.0,D000629,116,H,2019-01-03,2021-01-02,Sharice,Davids,Sharice Davids,,KS,3,100,100,
v0.1.0,1.1.0,D000630,116,H,2019-01-03,2021-01-02,Antonio,Delgado,Antonio Delgado,,NY,19,100,100,
v0.1.0,1.1.0,D000631,116,H,2019-01-03,2021-01-02,Madeleine,Dean,Madeleine Dean,,PA,4,100,100,
v0.1.0,1.1.0,E000179,116,H,2019-01-03,2021-01-02,Eliot,Engel,Eliot L. Engel,,NY,16,100,100,
v0.1.0,1.1.0,E000215,116,H,2019-01-03,2021-01-02,Anna,Eshoo,Anna G. Eshoo,,CA,18,100,100,
v0.1.0,1.1.0,E000294,116,H,2019-01-03,2021-01-02,Tom,Emmer,Tom Emmer,,MN,6,200,200,
v0.1.0,1.1.0,E000296,116,H,2019-01-03,2021-01-02,Dwight,Evans,Dwight Evans,,PA,3,100,100,
v0.1.0,1.1.0,E000297,116,H,2019-01-03,2021-01-02,Adriano,Espaillat,Adriano Espaillat,,NY,13,100,100,
v0.1.0,1.1.0,E000298,116,H,2019-01-03,2021-01-02,Ron,Estes,Ron Estes,,KS,4,200,200,
v0.1.0,1.1.0,E000299,116,H,2019-01-03,2021-01-02,Veronica,Escobar,Veronica Escobar,,TX,16,100,100,
v0.1.0,1.1.0,F000449,116,H,2019-01-03,2021-01-02,Jeff,Fortenberry,Jeff Fortenberry,,NE,1,200,200,
v0.1.0,1.1.0,F000450,116,H,2019-01-03,2021-01-02,Virginia,Foxx,Virginia Foxx,,NC,5,200,200,
v0.1.0,1.1.0,F000454,116,H,2019-01-03,2021-01-02,Bill,Foster,Bill Foster,,IL,11,100,100,
v0.1.0,1.1.0,F000455,116,H,2019-01-03,2021-01-02,Marcia,Fudge,Marcia L. Fudge,,OH,11,100,100,
v0.1.0,1.1.0,F000459,116,H,2019-01-03,2021-01-02,Charles,Fleischmann,"Charles J. ""Chuck"" Fleischmann",Chuck,TN,3,200,200,
v0.1.0,1.1.0,F000461,116,H,2019-01-03,2021-01-02,Bill,Flores,Bill Flores,,TX,17,200,200,
v0.1.0,1.1.0,F000462,116,H,2019-01-03,2021-01-02,Lois,Frankel,Lois Frankel,,FL,21,100,100,
v0.1.0,1.1.0,F000465,116,H,2019-01-03,2021-01-02,A.,Ferguson,A. Drew Ferguson IV,,GA,3,200,200,
v0.1.0,1.1.0,F000466,116,H,2019-01-03,2021-01-02,Brian,Fitzpatrick,Brian K. Fitzpatrick,,PA,1,200,200,
v0.1.0,1.1.0,F000467,116,H,2019-01-03,2021-01-02,Abby,Finkenauer,Abby Finkenauer,,IA,1,100,100,
v0.1.0,1.1.0,F000468,116,H,2019-01-03,2021-01-02,Lizzie,Fletcher,Lizzie Fletcher,,TX,7,100,100,
v0.1.0,1.1.0,F000469,116,H,2019-01-03,2021-01-02,Russ,Fulcher,Russ Fulcher,,ID,1,200,200,
v0.1.0,1.1.0,G000061,116,H,2020-05-19,2021-01-02,Mike,Garcia,Mike Garcia,,CA,25,200,200,
v0.1.0,1.1.0,G000377,116,H,2019-01-03,2021-01-02,Kay,Granger,Kay Granger,,TX,12,200,200,
v0.1.0,1.1.0,G000546,116,H,2019-01-03,2021-01-02,Sam,Graves,Sam Graves,,MO,6,200,200,
v0.1.0,1.1.0,G000551,116,H,2019-01-03,2021-01-02,Raúl,Grijalva,Raúl M. Grijalva,,AZ,3,100,100,
v0.1.0,1.1.0,G000552,116,H,2019-01-03,2021-01-02,Louie,Gohmert,Louie Gohmert,,TX,1,200,200,
v0.1.0,1.1.0,G000553,116,H,2019-01-03,2021-01-02,Al,Green,Al Green,,TX,9,100,100,
v0.1.0,1.1.0,G000558,116,H,2019-01-03,2021-01-02,Brett,Guthrie,Brett Guthrie,,KY,2,200,200,
v0.1.0,1.1.0,G000559,116,H,2019-01-03,2021-01-02,John,Garamendi,John Garamendi,,CA,3,100,100,
v0.1.0,1.1.0,G000560,116,H,2019-01-03,2020-10-03,Tom,Graves,Tom Graves,,GA,14,200,200,
v0.1.0,1.1.0,G000563,116,H,2019-01-03,2021-01-02,Bob,Gibbs,Bob Gibbs,,OH,7,200,200,
v0.1.0,1.1.0,G000565,116,H,2019-01-03,2021-01-02,Paul,Gosar,Paul A. Gosar,,AZ,4,200,200,
v0.1.0,1.1.0,G000568,116,H,2019-01-03,2021-01-02,H.,Griffith,H. Morgan Griffith,,VA,9,200,200,
v0.1.0,1.1.0,G000571,116,H,2019-01-03,2021-01-02,Tulsi,Gabbard,Tulsi Gabbard,,HI,2,100,100,
v0.1.0,1.1.0,G000574,116,H,2019-01-03,2021-01-02,Ruben,Gallego,Ruben Gallego,,AZ,7,100,100,
v0.1.0,1.1.0,G000576,116,H,2019-01-03,2021-01-02,Glenn,Grothman,Glenn Grothman,,WI,6,200,200,
v0.1.0,1.1.0,G000577,116,H,2019-01-03,2021-01-02,Garret,Graves,Garret Graves,,LA,6,200,200,
v0.1.0,1.1.0,G000578,116,H,2019-01-03,2021-01-02,Matt,Gaetz,Matt Gaetz,,FL,1,200,200,
v0.1.0,1.1.0,G000579,116,H,2019-01-03,2021-01-02,Mike,Gallagher,Mike Gallagher,,WI,8,200,200,
v0.1.0,1.1.0,G000581,116,H,2019-01-03,2021-01-02,Vicente,Gonzalez,Vicente Gonzalez,,TX,15,100,100,
v0.1.0,1.1.0,G000582,116,H,2019-01-03,2021-01-02,Jenniffer,González-Colón,Jenniffer González-Colón,,PR,0,200,200,
v0.1.0,1.1.0,G000583,116,H,2019-01-03,2021-01-02,Josh,Gottheimer,Josh Gottheimer,,NJ,5,100,100,
v0.1.0,1.1.0,G000584,116,H,2019-01-03,2021-01-02,Greg,Gianforte,Greg Gianforte,,MT,0,200,200,
v0.1.0,1.1.0,G000585,116,H,2019-01-03,2021-01-02,Jimmy,Gomez,Jimmy Gomez,,CA,34,100,100,
v0.1.0,1.1.0,G000586,116,H,2019-01-03,2021-01-02,Jesús,García,"Jesús G. ""Chuy"" García",Chuy,IL,4,100,100,
v0.1.0,1.1.0,G000587,116,H,2019-01-03,2021-01-02,Sylvia,Garcia,Sylvia R. Garcia,,TX,29,100,100,
v0.1.0,1.1.0,G000588,116,H,2019-01-03,2021-01-02,Anthony,Gonzalez,Anthony Gonzalez,,OH,16,200,200,
v0.1.0,1.1.0,G000589,116,H,2019-01-03,2021-01-02,Lance,Gooden,Lance Gooden,,TX,5,200,200,
v0.1.0,1.1.0,G000590,116,H,2019-01-03,2021-01-02,Mark,Green,Mark E. Green,,TN,7,200,200,
v0.1.0,1.1.0,G000591,116,H,2019-01-03,2021-01-02,Michael,Guest,Michael Guest,,MS,3,200,200,
v0.1.0,1.1.0,G000592,116,H,2019-01-03,2021-01-02,Jared,Golden,Jared F. Golden,,ME,2,100,100,
v0.1.0,1.1.0,H000324,116,H,2019-01-03,2021-01-02,Alcee,Hastings,Alcee L. Hastings,,FL,20,100,100,
v0.1.0,1.1.0,H000874,116,H,2019-01-03,2021-01-02,Steny,Hoyer,Steny H. Hoyer,,MD,5,100,100,
v0.1.0,1.1.0,H001038,116,H,2019-01-03,2021-01-02,Brian,Higgins,Brian Higgins,,NY,26,100,100,
v0.1.0,1.1.0,H001047,116,H,2019-01-03,2021-01-02,James,Himes,James A. Himes,Jim,CT,4,100,100,
v0.1.0,1.1.0,H001048,116,H,2019-01-03,2020-01-12,Duncan,Hunter,Duncan Hunter,,CA,50,200,200,
v0.1.0,1.1.0,H001052,116,H,2019-01-03,2021-01-02,Andy,Harris,Andy Harris,,MD,1,200,200,
v0.1.0,1.1.0,H001053,116,H,2019-01-03,2021-01-02,Vicky,Hartzler,Vicky Hartzler,,MO,4,200,200,
v0.1.0,1.1.0,H001056,116,H,2019-01-03,2021-01-02,Jaime,Herrera Beutler,Jaime Herrera Beutler,,WA,3,200,200,
v0.1.0,1.1.0,H001058,116,H,2019-01-03,2021-01-02,Bill,Huizenga,Bill Huizenga,,MI,2,200,200,
v0.1.0,1.1.0,H001064,116,H,2019-01-03,2021-01-02,Denny,Heck,Denny Heck,,WA,10,100,100,
v0.1.0,1.1.0,H001065,116,H,2019-01-03,2021-01-02,George,Holding,George Holding,,NC,2,200,200,
v0.1.0,1.1.0,H001066,116,H,2019-01-03,2021-01-02,Steven,Horsford,Steven Horsford,,NV,4,100,100,
v0.1.0,1.1.0,H001067,116,H,2019-01-03,2021-01-02,Richard,Hudson,Richard Hudson,,NC,8,200,200,
v0.1.0,1.1.0,H001068,116,H,2019-01-03,2021-01-02,Jared,Huffman,Jared Huffman,,CA,2,100,100,
v0.1.0,1.1.0,H001071,116,H,2019-01-03,2021-01-02,Jody,Hice,Jody B. Hice,,GA,10,200,200,
v0.1.0,1.1.0,H001072,116,H,2019-01-03,2021-01-02,J.,Hill,J. French Hill,,AR,2,200,200,
v0.1.0,1.1.0,H001073,116,H,2019-01-03,2021-01-02,Will,Hurd,Will Hurd,,TX,23,200,200,
v0.1.0,1.1.0,H001074,116,H,2019-01-03,2021-01-02,Trey,Hollingsworth,Trey Hollingsworth,,IN,9,200,200,
v0.1.0,1.1.0,H001077,116,H,2019-01-03,2021-01-02,Clay,Higgins,Clay Higgins,,LA,3,200,200,
v0.1.0,1.1.0,H001080,116,H,2019-01-03,2021-01-02,Debra,Haaland,Debra A. Haaland,,NM,1,100,100,
v0.1.0,1.1.0,H001081,116,H,2019-01-03,2021-01-02,Jahana,Hayes,Jahana Hayes,,CT,5,100,100,
v0.1.0,1.1.0,H001082,116,H,2019-01-03,2021-01-02,Kevin,Hern,Kevin Hern,,OK,1,200,200,
v0.1.0,1.1.0,H001083,116,H,2019-01-03,2021-01-02,Kendra,Horn,Kendra S. Horn,,OK,5,100,100,
v0.1.0,1.1.0,H001085,116,H,2019-01-03,2021-01-02,Chrissy,Houlahan,Chrissy Houlahan,,PA,6,100,100,
v0.1.0,1.1.0,H001087,116,H,2019-01-03,2019-11-02,Katie,Hill,Katie Hill,,CA,25,100,100,
v0.1.0,1.1.0,H001088,116,H,2019-01-03,2021-01-02,Jim,Hagedorn,Jim Hagedorn,,MN,1,200,200,
v0.1.0,1.1.0,H001090,116,H,2019-01-03,2021-01-02,Josh,Harder,Josh Harder,,CA,10,100,100,
v0.1.0,1.1.0,J000020,116,H,2020-07-21,2021-01-02,Chris,Jacobs,Chris Jacobs,,NY,27,200,200,
v0.1.0,1.1.0,J000032,116,H,2019-01-03,2021-01-02,Sheila,Jackson Lee,Sheila Jackson Lee,,TX,18,100,100,
v0.1.0,1.1.0,J000126,116,H,2019-01-03,2021-01-02,Eddie,Johnson,Eddie Bernice Johnson,,TX,30,100,100,
v0.1.0,1.1.0,J000255,116,H,2019-01-04,2019-02-09,Walter,Jones,Walter B. Jones,,NC,3,200,200,
v0.1.0,1.1.0,J000288,116,H,2019-01-03,2021-01-02,Henry,Johnson,"Henry C. ""Hank"" Johnson, Jr.",Hank,GA,4,100,100,
v0.1.0,1.1.0,J000289,116,H,2019-01-03,2021-01-02,Jim,Jordan,Jim Jordan,,OH,4,200,200,
v0.1.0,1.1.0,J000292,116,H,2019-01-03,2021-01-02,Bill,Johnson,Bill Johnson,,OH,6,200,200,
v0.1.0,1.1.0,J000294,116,H,2019-01-03,2021-01-02,Hakeem,Jeffries,Hakeem S. Jeffries,,NY,8,100,100,
v0.1.0,1.1.0,J000295,116,H,2019-01-03,2021-01-02,David,Joyce,David P. Joyce,,OH,14,200,200,
v0.1.0,1.1.0,J000298,116,H,2019-01-03,2021-01-02,Pramila,Jayapal,Pramila Jayapal,,WA,7,100,100,
v0.1.0,1.1.0,J000299,116,H,2019-01-03,2021-01-02,Mike,Johnson,Mike Johnson,,LA,4,200,200,
